LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_7677,291,291,18,1,0,0,0,1,18,0,18,15.23304112,157.122133,70.21056579,0,1.880586442,3.182758427,0.222493541,2.253810339,1.00441163,31.15480863,32.52617841,16.01592293,0.468331721,0.846280062,0.450008595,1.320756006
Track_7684,298,298,43,1,0,0,0,1,43,0,43,33.06582826,371.724435,73.18044658,0,1.780711919,3.197346905,0.124383005,1.712583836,0.842289727,37.57258852,76.65001364,33.06582826,0.431387115,0.76897275,0.431834449,1.537820509
Track_7685,299,299,21,2,0,0,0,1,22,0,22,34.94302026,172.2632919,83.02192116,0,2.236968812,5.59734678,0.68964524,1.867731309,1.233437272,30.62688296,49.29399578,34.94302026,0.708869705,1.588319103,0.710031849,1.131737493
Track_7686,300,300,21,0,0,0,0,0,20,0,20,18.31408719,25.15318535,78.00091485,0,2.205428116,4.428144795,0.929231493,2.035445903,1.004823722,27.27536158,44.10856232,20.8906997,0.415204809,0.915704359,0.415204809,1.299657601
Track_7689,303,303,45,2,0,0,0,1,46,0,46,38.70160439,193.6829527,77.12962746,0,2.199327215,4.459994926,0.348201602,2.073662994,1.084602148,29.80911038,100.574852,38.70160439,0.384803991,0.841339226,0.382543907,1.477470758
Track_7697,311,311,12,2,0,0,0,1,13,0,13,15.49227369,337.731278,75.89154298,0,2.5314421,4.078355327,1.112527751,2.526074502,0.889407292,17.42923629,33.9535068,15.49227369,0.456279046,1.191713361,0.470764613,1.034859443
Track_7703,317,317,10,0,0,0,0,0,9,0,9,18.4264634,204.9613389,89.31501771,0,2.950249957,4.614193866,1.108679411,3.035191921,0.996917144,44.90447502,26.55224961,18.4264634,0.693969952,2.047384823,0.693969952,1.114228547
Track_7704,318,318,11,0,0,0,0,0,10,1,11,14.35696604,333.663559,88.70990176,0,2.894949158,4.886217943,1.291915308,3.153891435,1.22502862,26.22348265,28.94949158,15.81231368,0.495931543,1.435696604,0.495931543,1.190131739
Track_7709,323,323,10,0,0,0,0,0,9,0,9,12.03239952,272.312804,87.3554997,0,2.441895558,4.040827425,1.161305899,1.923916444,1.103537546,25.6683198,21.97706002,12.03239952,0.547498142,1.33693328,0.547498142,1.147053745
Track_7710,324,324,28,1,0,0,0,1,28,0,28,22.63214738,120.9634879,88.681288,0,2.183038175,5.594929301,0.24292897,2.12079718,1.279380738,22.40501811,61.00539254,22.63214738,0.370986014,0.808290978,0.370259662,1.406624861
Track_7715,329,329,16,2,0,0,0,1,17,1,18,14.55574278,283.955368,93.18144503,0,2.214509773,4.27197497,0.625559294,2.653627027,1.027801066,20.58633834,37.6316788,14.55574278,0.386794936,0.856220164,0.386640951,1.577834559
Track_7716,330,330,50,0,0,0,0,0,49,0,49,16.93910599,413.8153542,97.61594053,0,0.504021621,3.428845946,0.016069241,0.119312706,0.817227284,36.05941284,24.69705941,16.93910599,0.68587542,0.345696041,0.68587542,1.746968273
Track_7718,332,332,11,0,0,0,0,0,10,0,10,14.63804141,251.2669518,97.52919351,0,3.151637122,5.067879262,1.454806325,3.321251312,1.268699188,25.14145114,31.51637122,14.63804141,0.464458339,1.463804141,0.464458339,1.767447733
Track_7734,348,348,15,0,0,0,0,0,14,0,14,19.27558021,303.9420354,97.20116875,0,2.273934101,5.949027702,0.944069722,1.924475392,1.407935796,35.16514231,31.83507741,19.27558021,0.605482436,1.376827158,0.605482436,1.1465359
Track_7739,353,353,9,0,0,0,0,0,8,0,8,13.1166218,5.062441224,108.7861282,0,2.045071031,3.838782683,0.891266391,1.950311684,0.983969579,30.56150171,16.36056825,13.1166218,0.801721652,1.639577725,0.801721652,1.090031909
Track_7740,354,354,20,2,0,0,0,1,21,0,21,28.51253161,336.3480736,111.5080789,0,2.708657901,6.861792126,0.480780414,2.448037568,1.753513868,20.55909514,54.92680151,28.51253161,0.519100527,1.357739601,0.501259166,1.293658194
Track_7741,355,355,44,0,0,0,0,0,43,0,43,44.4418892,180.0669074,109.6703002,0,2.080727547,4.831790541,0.071324374,2.096188285,1.173212762,36.62278403,89.47128452,46.38490272,0.49671679,1.033532307,0.49671679,1.154350833
Track_7742,356,356,13,0,0,0,0,0,12,0,12,15.17621153,215.0372202,111.5614618,0,2.654354244,4.763051848,0.223280751,2.751338942,1.22097303,20.18866392,31.85225092,15.17621153,0.476456486,1.264684295,0.476456486,1.94816397
Track_7743,357,357,23,1,0,0,0,1,23,1,24,33.10213923,193.2772379,100.516842,0,2.709204616,6.524874585,0.307414902,2.678382619,1.52656578,22.8201013,60.72306629,33.10213923,0.545132867,1.439223445,0.531234679,1.082369853
Track_7744,358,358,41,0,0,0,0,0,40,0,40,51.80303846,59.04254345,116.5471768,0,2.421260816,4.945836848,0.282736167,2.386488728,1.175686362,27.11608011,96.85043264,51.80303846,0.534876686,1.295075962,0.534876686,1.271834811
Track_7754,368,368,14,0,0,0,0,0,13,0,13,20.47405645,162.972003,109.2108713,0,2.62346596,6.204247941,0.978607283,2.113653427,1.635459148,29.80302872,34.10505748,20.47405645,0.600323177,1.574927419,0.600323177,0.97048428
